nums,command,mean,stddev,median,user,system,min,max
67,./main < seq_tmp.txt,0.004424308442644624,0.00114188038300875,0.004803595360000001,0.0034363427548209364,0.0013201325619834712,0.0015708903600000004,0.006066672360000001
68,./main < seq_tmp.txt,0.0022130405455056193,0.0006492394515313844,0.0024793360399999994,0.001805473146067417,0.0010164546067415734,0,0.0037371110400000003
69,./main < seq_tmp.txt,0.004833290349153316,0.0006123963242883265,0.0051137883400000006,0.0037493972540045776,0.0014287276887871854,0.0037867343399999994,0.0072427303400000006
70,./main < seq_tmp.txt,0.0011915631919897952,0.0009124518799351564,0.00123168472,0.0009956489795918358,0.0009137278571428566,0,0.0028586972200000003
71,./main < seq_tmp.txt,0.003474333331468144,0.0006178943595894706,0.00372454006,0.002680779501385042,0.001192691966759003,0.0025170420599999995,0.00440363106
72,./main < seq_tmp.txt,0.0019485727299999964,0.0007356135513202646,0.0018665009799999997,0.0014775462962962962,0.0011259485648148144,0.0008176914799999995,0.0035262214799999993
73,./main < seq_tmp.txt,0.002859007177737556,0.0010935796895996882,0.0027901426800000005,0.0022027737556561066,0.0012098237104072396,0.00006488168000000002,0.004353964680000001
74,./main < seq_tmp.txt,0.001379859190176321,0.0010326633436096792,0.0014169386999999985,0.001161977329974811,0.0009898600000000002,0,0.003975633699999999
75,./main < seq_tmp.txt,0.002836356467155962,0.0006892737524772363,0.00284332188,0.0023049472477064204,0.0011392772935779815,0.00149752988,0.00406027188
76,./main < seq_tmp.txt,0.003943165689629628,0.0013402771012298593,0.0040531655599999996,0.0028817535449735462,0.0013433846560846558,0.0013201780599999997,0.00855430806
77,./main < seq_tmp.txt,0.0020172469272928192,0.002324588211244298,0.0023533176400000006,0.001368028397790056,0.001231689447513812,0,0.04193801314
78,./main < seq_tmp.txt,0.0014546301520879125,0.0010924800985744282,0.001421903420000001,0.0010549545054945049,0.001052533021978022,0,0.0030544614200000014
79,./main < seq_tmp.txt,0.0019526651216886517,0.0007572920641885176,0.0022544222599999997,0.0017594246437994713,0.0009775412664907647,0,0.0032626022600000006
80,./main < seq_tmp.txt,0.0029460236698607284,0.0013889851588351008,0.0031792737200000013,0.002024147576601672,0.0013603246796657386,0.000503861720000001,0.004979375720000001
81,./main < seq_tmp.txt,0.005396923005540173,0.0009184978960726493,0.005720639000000001,0.004099392576177283,0.0015027694182825479,0.0016626720000000018,0.006696218000000002
82,./main < seq_tmp.txt,0.0018866910016085807,0.0006600123893116944,0.0020945953800000014,0.0013573080428954426,0.0012407132439678273,0,0.004159094380000002
83,./main < seq_tmp.txt,0.002007176751106939,0.0006758879971281064,0.00225331142,0.0013737572232645418,0.001325192870544089,0,0.0032772414199999994
84,./main < seq_tmp.txt,0.001630259974908137,0.0010713766335657896,0.0016256168400000008,0.001355287454068242,0.0009626305511811021,0,0.00342777284
85,./main < seq_tmp.txt,0.004579132037673132,0.000645452019952866,0.004862406600000001,0.0033978750692520766,0.001433663268698061,0.0036295736,0.005962769600000001
86,./main < seq_tmp.txt,0.0012551848235097492,0.0011449871262763905,0.0013295990399999997,0.0010615894150417826,0.0009156532590529246,0,0.003383088039999999
87,./main < seq_tmp.txt,0.004732018092260399,0.0012702751014447968,0.004790636340000001,0.003671729475587703,0.0013071501265822772,0.0008628983400000008,0.006507400340000002
88,./main < seq_tmp.txt,0.0020527033913539197,0.0006329598166205245,0.00230945156,0.001599466888361046,0.0010847235629453677,0.0010872905600000007,0.00402752856
89,./main < seq_tmp.txt,0.0018318382133893545,0.000640876472309692,0.0021065037399999997,0.0014814467226890752,0.0011215349579831932,0.0009030077399999996,0.0028775167400000006
90,./main < seq_tmp.txt,0.0019238133190570708,0.0006294266674712238,0.002206235859999999,0.0018703224813895784,0.0009159586104218359,0.0006417198599999998,0.0032250748599999997
91,./main < seq_tmp.txt,0.005310774534258376,0.0006533751549555438,0.00556754874,0.003908017942583733,0.001589496746411483,0.0043261557400000004,0.00633263474
92,./main < seq_tmp.txt,0.001991963984494381,0.000987603738464405,0.002288239899999999,0.0015848797303370799,0.0011151947865168535,0,0.0032596679
93,./main < seq_tmp.txt,0.0016427393031784863,0.0010373379653362865,0.002009355840000001,0.001378620929095354,0.0009894704645476773,0,0.003988151840000001
94,./main < seq_tmp.txt,0.004330850534626037,0.0011329150299392368,0.004697682999999999,0.002951776842105264,0.001580554958448753,0.0006300149999999994,0.005821369
95,./main < seq_tmp.txt,0.001975152238403757,0.0006968467304793256,0.002252142420000002,0.0014628633802816911,0.0012082122065727706,0,0.003224552920000002
96,./main < seq_tmp.txt,0.004648956808571428,0.0016158814944596221,0.00484208138,0.0035486334883720913,0.0013722254485049829,0.0015441883799999995,0.03921810038
97,./main < seq_tmp.txt,0.004619286822857144,0.0007196403002462128,0.0049074014799999986,0.0037965015238095247,0.0012690231428571432,0.0016160504799999993,0.006221329479999999
98,./main < seq_tmp.txt,0.005363574405555556,0.0008343870878359162,0.0057062497,0.0037973832777777753,0.0017080427777777776,0.0022603476999999996,0.0065393727000000006
99,./main < seq_tmp.txt,0.0027130359814486003,0.0009238401183931608,0.00269137972,0.001928256448598129,0.0012961530841121484,0,0.00474849722
100,./main < seq_tmp.txt,0.001972742453947368,0.0006901343772735036,0.0016275836599999993,0.0019012897368421045,0.0008360078947368418,0,0.00311733366
110,./main < seq_tmp.txt,0.004571695520487799,0.000651793130651044,0.004817061739999999,0.0034694887262872627,0.0014293645528455283,0.0031786577399999993,0.005634951739999999
120,./main < seq_tmp.txt,0.0021890830254415266,0.0006706562507715045,0.0024432481400000015,0.0016327755608591889,0.001146280429594273,0.00021778914000000066,0.005802951140000002
130,./main < seq_tmp.txt,0.004652960825804748,0.0006482884518121668,0.004907656619999999,0.0036075814248021096,0.001353399472295515,0.0037026186199999992,0.00591337862
140,./main < seq_tmp.txt,0.0019604139991643466,0.0006872725495685918,0.0020364513000000004,0.0015235432869080778,0.0010671330362116995,0.0005239143,0.003236830300000001
150,./main < seq_tmp.txt,0.00504772088095238,0.0011131669833640044,0.005518120300000001,0.0036140362857142875,0.0015989436666666666,0.0021121998,0.006482835800000001
160,./main < seq_tmp.txt,0.004474229466214691,0.0006386189496502557,0.004731620760000001,0.0035170833333333304,0.0013287680790960452,0.0034996082600000002,0.00578739226
170,./main < seq_tmp.txt,0.004764337587619046,0.0006783235657536383,0.00444899004,0.0035696119523809505,0.0014403957142857143,0.0039075610399999985,0.00756402204
180,./main < seq_tmp.txt,0.0021569547914285754,0.0006474510095941183,0.0024364682200000033,0.0014610225925925926,0.001190052380952381,0.0012570777200000029,0.003209622720000002
190,./main < seq_tmp.txt,0.0016076552016179796,0.0010756645780360269,0.0017630305600000009,0.0014529836404494382,0.0009046120449438203,0,0.0031111765600000006
200,./main < seq_tmp.txt,0.00359604547460123,0.001194371169829278,0.0035874202199999996,0.0025394931288343554,0.001444423803680982,0.0003639097200000001,0.005236618719999999
210,./main < seq_tmp.txt,0.004591382627786258,0.0014087020140623125,0.005142354240000001,0.0033610280305343544,0.0014809019847328239,0.0006747882400000003,0.006336150240000001
220,./main < seq_tmp.txt,0.0009221304579176762,0.0010799787784832205,0,0.0007320443583535105,0.0010701845036319622,0,0.003027727880000001
230,./main < seq_tmp.txt,0.001893944481627907,0.0018635840040573967,0.001985330119999998,0.001566197906976743,0.000979786395348837,0,0.04056522062
240,./main < seq_tmp.txt,0.0036875487497326225,0.0008413558969351641,0.003980673100000001,0.0025398294117647056,0.0014898578609625658,0.0006340811000000003,0.0076490611
250,./main < seq_tmp.txt,0.0021285390106100814,0.0009058471067339875,0.002514854480000002,0.0018527024933687,0.0009408436604774536,0,0.003480071480000001
260,./main < seq_tmp.txt,0.0018132485779781427,0.0010563036578851916,0.002173641720000001,0.0015946118032786878,0.0009591816939890715,0,0.003365965220000001
270,./main < seq_tmp.txt,0.002229151203867927,0.0006747333191642303,0.00247817128,0.001721802358490566,0.0011292708962264146,0,0.0032877602799999996
280,./main < seq_tmp.txt,0.0015435035044391425,0.001182415840332651,0.0017008985800000013,0.0012427432935560856,0.0011283536515513122,0,0.0032680975800000013
290,./main < seq_tmp.txt,0.003787551475135137,0.0009299181178662884,0.004184799040000001,0.0028192775135135136,0.001336729027027027,0.0008305885400000006,0.0052860115400000015
300,./main < seq_tmp.txt,0.002710645892045454,0.0013529189847406456,0.0028079317199999993,0.002034232727272728,0.0012585998863636364,0,0.004413437719999999
310,./main < seq_tmp.txt,0.0021264041289196694,0.0006871102330773265,0.00175017514,0.001778978836565097,0.0009883356786703603,0.0012565971400000002,0.00412428314
320,./main < seq_tmp.txt,0.00278877537446328,0.0012348674350841956,0.0028721961400000008,0.002427361299435029,0.0010456957627118647,0.0001538161400000005,0.0046572691400000015
330,./main < seq_tmp.txt,0.004554847790490197,0.0012921383315616733,0.004696671939999999,0.003499430392156862,0.0013509045098039206,0.002070250439999999,0.006351905439999999
340,./main < seq_tmp.txt,0.003912619480321717,0.0006690522884281031,0.004206540920000001,0.0028651664879356577,0.0014041457372654146,0.0029011859200000012,0.005413982920000002
350,./main < seq_tmp.txt,0.005410514698173303,0.0006906797253735802,0.005424024560000001,0.004283960608899295,0.0014129992505854804,0.00392464356,0.006551745560000001
360,./main < seq_tmp.txt,0.003268827540284899,0.0006713567759314087,0.003556609639999999,0.002582349857549857,0.0012121065527065534,0.0022510546399999998,0.00468588464
370,./main < seq_tmp.txt,0.0037090887345799443,0.0011130887898361756,0.00416646274,0.0028653662872628726,0.0012535240650406506,0.0007435237400000008,0.00497636674
380,./main < seq_tmp.txt,0.003376205008679245,0.0014661746654109973,0.0036866683199999993,0.0024906428773584914,0.001316426886792453,0.0011466648199999997,0.005424040819999999
390,./main < seq_tmp.txt,0.0023808446569794045,0.0006634090820850872,0.0026622033000000007,0.001805067597254003,0.0011786409610983976,0.0013042883000000003,0.0036187223
400,./main < seq_tmp.txt,0.002273729602564103,0.00075550880937,0.0021578505,0.001977234985754985,0.0009612291737891732,0.0008762194999999999,0.003972394500000001
410,./main < seq_tmp.txt,0.0021673457738161537,0.0008181021525600372,0.0025020058,0.001706733147632312,0.0011718172701949859,0,0.003384045799999999
420,./main < seq_tmp.txt,0.002056133432413796,0.0016833347238058962,0.0022601037600000007,0.0018887120689655159,0.0008772688505747128,0.00022417326000000095,0.03036997426
430,./main < seq_tmp.txt,0.002935613282160665,0.0008225287718979502,0.0033029929800000015,0.002177118448753462,0.0012491183379501377,0,0.003990926980000001
440,./main < seq_tmp.txt,0.0015364712193181823,0.001164110763006682,0.001724696700000001,0.0011732313636363637,0.0011861921590909075,0,0.0033003557000000003
450,./main < seq_tmp.txt,0.002792943261271676,0.0015291661150126814,0.003360053100000001,0.002146446878612718,0.0012534473988439299,0,0.0048942536000000005
460,./main < seq_tmp.txt,0.002917865391864406,0.0007016840220217909,0.0025498486799999985,0.0020544779661016946,0.0013630771186440686,0.0015520521799999984,0.00554012418
470,./main < seq_tmp.txt,0.002859166890142451,0.0013549648243266293,0.003077271440000001,0.0022532470655270663,0.0011828149287749284,0.0005895714400000005,0.004899810440000001
480,./main < seq_tmp.txt,0.0016466577594334267,0.0010324975644894455,0.0016364487599999965,0.0014587954107648745,0.0010471900283286126,0,0.0034711597599999967
490,./main < seq_tmp.txt,0.004413022418015665,0.001530625118126093,0.004800692700000001,0.0030910161879895547,0.0014955874673629238,0.0010294487000000003,0.0101999897
500,./main < seq_tmp.txt,0.0042833218647457625,0.0013377132893289208,0.004730665280000001,0.0030767920903954802,0.001488730734463277,0.0002596397799999998,0.006051343780000001
510,./main < seq_tmp.txt,0.0029810516047688554,0.0006932830263417677,0.0025890569600000007,0.0022797182481751814,0.0012018334793187353,0.0015499219600000006,0.004058380960000001
520,./main < seq_tmp.txt,0.0015706144025936582,0.0010702067980104062,0.001473625299999999,0.0014128291066282418,0.0009872434582132565,0,0.0034636682999999993
530,./main < seq_tmp.txt,0.0037540006096979358,0.0014105220260948997,0.0032912895000000017,0.002547687694753578,0.0014174040699523062,0.001140682500000001,0.0067778575000000015
540,./main < seq_tmp.txt,0.002181795024813896,0.000803759566937122,0.0024741784999999994,0.0019583795037220837,0.0010086334491315133,0,0.006198524500000001
550,./main < seq_tmp.txt,0.002713052971672861,0.0015705074379963164,0.002867850019999999,0.00211348312267658,0.0011556539033457257,0.0007704550199999988,0.00506810802
560,./main < seq_tmp.txt,0.0032183981000000013,0.0007096905968231813,0.0035222373599999995,0.002308059428571428,0.0013522255999999996,0.002157119859999999,0.004355083859999999
570,./main < seq_tmp.txt,0.0020594325142857164,0.0007725359205773668,0.0016605731200000006,0.0015338176000000002,0.0012609012952380955,0.000037300120000000915,0.006615344120000001
580,./main < seq_tmp.txt,0.0023985490176404484,0.0008367128933858975,0.0027966402199999987,0.0018466989887640458,0.001216319325842697,0,0.005991980719999998
590,./main < seq_tmp.txt,0.0020976244741899414,0.0011686071307780892,0.0026951840200000006,0.001460114078212291,0.0012780597765363127,0,0.0032408605200000013
600,./main < seq_tmp.txt,0.0048666004317159785,0.0008197325228714421,0.00518936534,0.0032599973964497026,0.0018490458579881652,0.0019455738400000005,0.006136086840000001
610,./main < seq_tmp.txt,0.0017454803644117666,0.0007898370886856819,0.0020756306000000013,0.001516304117647058,0.0013782947647058823,0,0.002993317100000001
620,./main < seq_tmp.txt,0.004840856480634007,0.001103971190420061,0.005302899739999999,0.0033992808069164236,0.001693553890489915,0.001563434739999999,0.00602156274
630,./main < seq_tmp.txt,0.0021606729711899806,0.0007922277798298501,0.002497874600000001,0.001788796033402924,0.001125690772442589,0,0.0035005506000000018
640,./main < seq_tmp.txt,0.001420570660511364,0.0012739864608173057,0.0017312346000000005,0.0014535244318181818,0.0008779074431818177,0,0.0034477941
650,./main < seq_tmp.txt,0.0023080293563602946,0.0008041800021888007,0.0024461944599999995,0.0017402982720588227,0.00124703143382353,0,0.00520351046
660,./main < seq_tmp.txt,0.0021662459904191627,0.0011769287784097518,0.002713926800000002,0.0013989109780439119,0.001426593812375249,0,0.005628248800000001
670,./main < seq_tmp.txt,0.0015072172389523797,0.0011990850271220877,0.0015755205199999996,0.0013449392380952383,0.0010125465714285714,0,0.00332023752
680,./main < seq_tmp.txt,0.0050902270917493496,0.0012453119486537645,0.00505175658,0.0036363837075718006,0.0016462665796344634,0.0011106635800000003,0.00696567858
690,./main < seq_tmp.txt,0.0022764549064739933,0.0007435667265199361,0.002611081840000004,0.002114391791907517,0.0009277924855491322,0.0012250343400000028,0.0037655733400000025
700,./main < seq_tmp.txt,0.002286821552812501,0.0007850245843547693,0.0026166637000000015,0.0017306753750000025,0.001268811625,0,0.0036872577000000017
710,./main < seq_tmp.txt,0.0019609838081538467,0.0010670465481191613,0.002401744639999999,0.0016655665641025635,0.001121690153846154,0,0.0038172271399999997
720,./main < seq_tmp.txt,0.0021569139214883733,0.0010371222189875901,0.001981781380000001,0.001702192976744186,0.0012003728837209297,0,0.00375080438
730,./main < seq_tmp.txt,0.002571568045329511,0.0007551008593481485,0.0028993501799999995,0.0022956743266475607,0.000969579197707736,0.0006516221799999994,0.0037783741800000003
740,./main < seq_tmp.txt,0.0024510924362264167,0.0008108501351700636,0.002100498840000001,0.0018340834905660377,0.0012974780660377368,0,0.004721098840000001
750,./main < seq_tmp.txt,0.002514540331563423,0.0007563185460482657,0.0028212568000000006,0.0019496044837758113,0.0011471029498525066,0,0.0035147498000000004
760,./main < seq_tmp.txt,0.002957505336759373,0.0015960820600056682,0.0022093039800000006,0.0022186842563482463,0.0012397106892382108,0,0.005539358980000001
770,./main < seq_tmp.txt,0.005414092341511625,0.0007575006194130324,0.005413072419999999,0.004225915697674418,0.0014923749418604658,0.0037599974199999994,0.006574492419999999
780,./main < seq_tmp.txt,0.0039808531320394734,0.0021581311672445474,0.003874061160000001,0.0030976242763157903,0.0012272301315789467,0.0001227911600000008,0.04754712716000001
790,./main < seq_tmp.txt,0.003280110548228572,0.0010946401252425475,0.003756181420000001,0.0026828583238095245,0.0011972714666666662,0,0.004817187420000001
800,./main < seq_tmp.txt,0.002708295036937802,0.0014752576688217016,0.0027897693400000005,0.0019474977990430625,0.0014679472727272725,0,0.005046118340000001
810,./main < seq_tmp.txt,0.001434763783640777,0.0011568034706123322,0.0015144910200000014,0.0012141908737864074,0.001073205436893204,0,0.0033850360200000018
820,./main < seq_tmp.txt,0.00422570249204482,0.0014042940680446322,0.004658718380000001,0.003164287114845935,0.0014079680672268908,0.0003136443800000003,0.006139894380000002
830,./main < seq_tmp.txt,0.005833643408593158,0.0008462338532987965,0.00621098892,0.004345080798479087,0.001615375171102661,0.0020623644199999997,0.007249872419999999
840,./main < seq_tmp.txt,0.004097233148421056,0.001032998078945496,0.00455767228,0.0030039235197368425,0.001502882631578948,0.0011817977800000008,0.00680369278
850,./main < seq_tmp.txt,0.003963752152352944,0.000826924827718551,0.00426873422,0.0029994435294117675,0.0014049561764705885,0.0011646457200000003,0.00541630172
860,./main < seq_tmp.txt,0.005105503546985646,0.0013697127388881552,0.00538295348,0.0038331373205741657,0.0015448954306220087,0.0012848659799999996,0.00751957298
870,./main < seq_tmp.txt,0.0027477250061176484,0.0012532325300200543,0.00333819728,0.002278716988235295,0.0011798985882352946,0,0.004387521280000001
880,./main < seq_tmp.txt,0.002307343814146342,0.0008858005248573569,0.00259181646,0.0016008459512195142,0.0013360885365853654,0,0.0036742529600000007
890,./main < seq_tmp.txt,0.0031754170977506104,0.0008433781924610587,0.00305065422,0.0024974000488997535,0.0012085959413202932,0.0016462022200000002,0.00444427622
900,./main < seq_tmp.txt,0.0021854694946511653,0.0009761752875365118,0.0025467893000000012,0.0017108116279069764,0.0011578156279069766,0,0.0036079703000000017
910,./main < seq_tmp.txt,0.0020118529376296304,0.0011521395580271062,0.001902674459999999,0.0016642696296296305,0.0012368586666666674,0,0.003678173459999999
